,Entries + Exits,Line_Astoria,Line_Brighton,Line_Broadway,Line_Manhattan Bridge,Line_4th Av,Line_Culver,Line_West End,Line_Sea Beach,Line_Jamaica,Line_Myrtle Av,Line_Canarsie,Line_Franklin Shuttle,Line_8th Av,Line_Concourse,Line_6th Av,Line_Liberty Av,Line_Rockaway,Line_63rd St,Line_Queens Blvd,Line_Queens,Line_Crosstown,Line_7Av,Line_Clark St,Line_Eastern Pky,Line_Nostrand,Line_Pelham,Line_Jerome Av,Line_Lexington Av,Line_White Plains Rd,Line_Dyre Av,Line_Flushing,Line_Lexington,Line_Second Av,Line_Staten Island,Line_Fulton St,Line_Lenox,Line_Shuttle,Line_Archer,Division_BMT,Division_IND,Division_IRT,Structure_At Grade,Structure_Elevated,Structure_Open Cut,Structure_Subway,Structure_Viaduct,Borough_Bk,Borough_Bx,Borough_M,Borough_Q,ConnectingLine_N,ConnectingLine_Q,ConnectingLine_R,ConnectingLine_D,ConnectingLine_W,ConnectingLine_B,ConnectingLine_F,ConnectingLine_M,ConnectingLine_A,ConnectingLine_C,ConnectingLine_E,ConnectingLine_S,ConnectingLine_J,ConnectingLine_Z,ConnectingLine_1,ConnectingLine_2,ConnectingLine_3,ConnectingLine_L,ConnectingLine_G,ConnectingLine_5,ConnectingLine_4,ConnectingLine_7,ConnectingLine_6,DaytimeRoutes_N,DaytimeRoutes_Q,DaytimeRoutes_R,DaytimeRoutes_D,DaytimeRoutes_W,DaytimeRoutes_B,DaytimeRoutes_F,DaytimeRoutes_M,DaytimeRoutes_A,DaytimeRoutes_C,DaytimeRoutes_E,DaytimeRoutes_S,DaytimeRoutes_J,DaytimeRoutes_Z,DaytimeRoutes_1,DaytimeRoutes_2,DaytimeRoutes_3,DaytimeRoutes_L,DaytimeRoutes_G,DaytimeRoutes_5,DaytimeRoutes_4,DaytimeRoutes_7,DaytimeRoutes_6,Car-free commute (% of commuters),Disabled population,Foreign-born population,Median household income (2018$),"Median rent, all (2018$)",Moderately rent-burdened households,Percent Asian,Percent Hispanic,Percent black,Percent white,Population,Poverty rate,Public housing (% of rental units),Unemployment rate
Line_White Plains Rd,-0.024389926668070612,-0.0345755645266189,-0.06678878481874616,-0.11114813810197974,-0.02290469921061517,-0.04320987270537837,-0.06556972063935483,-0.04148224521292812,-0.03249882046389388,-0.06439856717464357,-0.03035844087063936,-0.05853315745803992,-0.016176007031672945,-0.08525093801210208,-0.03829548256478368,-0.0644236495509519,-0.030398470732091086,-0.044892700556280585,-0.01983280559369529,-0.054810539216710426,-0.05985970141596328,-0.03830517609945586,-0.07441139546070258,-0.030398470732094153,-0.05074133340809451,-0.030410470029369245,-0.04937938342505292,0.014241321906565118,-0.06342938943885613,1.0,-0.0253474369707784,-0.060909040924795564,-0.06685998837019641,-0.019832805593695314,,-0.08525093801210207,1.0,-0.0345613691749028,-0.02292565374312888,-0.1583188038925755,-0.17180768112496184,0.31396018781728996,-0.034508088603266256,0.20538362100078383,-0.05968268435497059,-0.1406058493493659,-0.04005574323284644,-0.17658701305554633,0.4239560016281645,-0.04680107350939028,-0.11266727010643562,-0.08434629181737983,-0.09004964950036627,-0.10075952899879712,-0.08037087186243928,,-0.08533243149388979,-0.08712969386350447,-0.07947501354774326,-0.09635454811052817,-0.09097267029829122,-0.06574488539257983,-0.050736280417423535,-0.0731853730574313,-0.06215746902381759,-0.0843916572133032,0.560004673426218,0.08935324812497847,-0.06565219392828284,-0.05215732853880065,0.4369727161293087,-0.019647353789521163,-0.06670937866106859,-0.08726155092812705,-0.06680913431735988,-0.07012391166595532,-0.08711256142824837,-0.0711077796555817,-0.06220039815215962,-0.08047501605702564,-0.07837041892440748,-0.07121867427138485,-0.0852630781679905,-0.08048219535646658,-0.057402140705558116,-0.04330840560697644,-0.06779478652828529,-0.05601128663128097,-0.07441139546070256,0.6298312297779948,0.1542382463461752,-0.05853315745803992,-0.047923930498418935,0.4743358209509715,-0.03203635892738471,-0.060909040924795564,-0.0775042297911649,-0.11733576473777176,0.3784657869860941,-0.015901660132315632,-0.21395530355193335,-0.23450140188282856,0.15464612492394073,-0.23135208957465422,0.18556141751316502,0.2993783072992297,-0.28446103883599616,-0.005330662124206485,0.23241639517493118,0.22856438311162994,0.2624634351978292
Line_Dyre Av,-0.02743037258579035,-0.01439694917355671,-0.02781023979113373,-0.04628106921458142,-0.009537307485375955,-0.017992196212914154,-0.027302632604663472,-0.017272827909310565,-0.013532211919750946,-0.026814975002054882,-0.012640977412430343,-0.024372671984643695,-0.006735541537920402,-0.03549771170369136,-0.015945889058082335,-0.02682541907438792,-0.01265764548101183,-0.018692910355082464,-0.008258199049262994,-0.02282260776019157,-0.02492503276891916,-0.015949925357355097,-0.030984225219414647,-0.012657645481012017,-0.021128227639274105,-0.012662641878767597,-0.02056112410962158,-0.017374006203231866,-0.02641141824764319,-0.0253474369707784,1.0,-0.025361968153238653,-0.02783988829941769,-0.008258199049263063,,-0.03549771170369136,-0.0253474369707784,-0.014391038358795719,-0.00954603276126635,-0.0659225034808915,-0.07153914872101129,0.1307301537490727,0.13769165630201793,-0.06590704040964501,0.33342407331420787,-0.1280242554952058,-0.016678845517861404,-0.07352921887113494,0.25152387373752166,-0.07468231050971719,-0.04691362190187756,-0.03512102529339503,-0.03749585132457684,-0.041955347298245044,-0.0334656967450872,,-0.035531644844950944,-0.03628000847519712,-0.033092669527742584,-0.04012115350192779,-0.03788018875176809,-0.027375569607536385,-0.021126123620124372,-0.030473720692092927,-0.025881802207564978,-0.03513991502978298,-0.04161752259469292,-0.035470262795735535,-0.027336973728665465,-0.021717835074636888,0.2584198777642749,-0.03392006772491821,-0.027777175792560387,-0.0363349125522108,-0.027818713136434674,-0.02919895613934124,-0.03627287468568423,-0.02960862978123702,-0.025899677504389443,-0.033509061436211796,-0.032632726418577805,-0.02965480528608143,-0.035502766753686,-0.033512050830906186,-0.023901726942303962,-0.01803322441290496,-0.028229129711777264,-0.023322588013140504,-0.03098422521941464,-0.03709743650283406,-0.030914228633547102,-0.024372671984643695,-0.01995508680853487,0.2941475524946516,-0.02830283247966856,-0.025361968153238653,-0.032272053177325094,-0.1685127958297784,0.13642753586946682,0.0011278594227935252,-0.0562313059654429,-0.06678848582723614,0.10099790939270743,-0.05955042254512621,0.05178496225943792,0.06406582088865037,-0.06440902504407914,-0.10648377506241137,-0.04063561375671515,0.2716877901049119,0.06448421764828179
Line_Flushing,0.0614036099895459,-0.03459538601142605,-0.06682707350330529,-0.03758065259664339,-0.02291783002000882,-0.043234644067670344,-0.06560731045861853,-0.04150602616067188,-0.032517451392553916,-0.06443548559487217,-0.03037584476216533,-0.05856671335530911,-0.01618528041540513,-0.08529981068260871,-0.03831743660476244,-0.06446058235040877,-0.03041589757194627,-0.04491843665037396,-0.01984417534745446,-0.054841961010836944,-0.05989401779454983,-0.03832713569654227,0.025290338286101197,-0.03041589757194627,-0.050770422407304436,-0.03042790374817909,-0.0494076916453722,-0.04174915420759535,0.0888813452753104,-0.060909040924795564,-0.025361968153238653,1.0,0.18785392106485546,-0.019844175347454338,,-0.0852998106826087,-0.060909040924795585,0.4335387717973744,-0.022938796565338246,-0.1584095649201756,-0.1719061750581126,0.3141401749607583,-0.03452787140546581,0.14231038539084792,-0.05971689925318941,-0.08185169391290212,-0.040078706395321066,-0.17668824688481416,-0.10083324408284426,-0.00556425678105269,0.3217269575691288,0.03573772139871514,0.02406860103867823,0.004239952463835212,-0.04918773802814655,,-0.0556087904299852,-0.028597571811066886,-0.01649244185680427,-0.015034277647748333,-0.006073738905890921,0.08201029405837006,0.2752044440481001,-0.07322732877905445,-0.06219310266696588,0.005607341168603982,-0.02076706477173582,0.004151387890987697,-0.06568983102784538,-0.052187229299910584,0.008873277264078638,0.04189008438016844,0.9130506406641958,0.029555813488755897,-0.06684743466787879,-0.07016411231252864,-0.08716250133050521,-0.07114854433415041,-0.06223605640572422,-0.08052115078627667,-0.0784153471298995,-0.0712595025236313,-0.08531195779820511,-0.08052833420146727,-0.05743504821337499,0.33433965104886865,-0.06783365193365334,-0.05604339679006906,0.02529033828610119,-0.002824969161628945,0.02564676393127895,-0.05856671335530911,-0.04795140433646681,0.03179604273878369,0.07546286333760671,1.0,0.050942981744325655,0.023571845732221562,-0.19503085806278794,0.27113940149660937,0.031001133057950766,0.10176714612656995,0.15388157075496917,0.28038713462622367,0.05067673188842514,-0.18048496684178358,-0.007243499829306863,-0.009180449982777259,-0.1843285630316139,-0.175100429291509,-0.18645465547880435
Line_Lexington,0.09546491970390462,-0.03797543141817768,-0.07335622576559975,-0.05421022004689113,-0.0251569524875612,-0.04745876401375958,-0.0720172891850204,-0.04556125633010978,-0.03569447801056565,-0.07073097445124363,-0.03334363169567922,-0.06428881023839542,-0.017766617958712778,-0.09363379005197592,-0.04206113455198644,-0.07075852321506808,-0.03338759775318731,-0.049307066840203986,-0.02178299498403204,-0.060200141386414295,-0.06574579524462641,-0.04207178126639677,0.010207922787126325,0.10630725206138734,-0.05573080449409497,-0.03340077695928153,-0.05423493193542264,-0.04582813852268546,0.9486898066396727,-0.06685998837019641,-0.02783988829941769,0.18785392106485546,1.0,-0.021782994984032165,,-0.09363379005197589,-0.06685998837019641,0.39351521752925345,-0.025179967510547022,-0.17388652829665435,-0.18870178697022005,0.3448323619218048,-0.03790132048652037,-0.17384574071072287,-0.06555137183168623,0.21745791992096203,-0.04399448428013382,-0.1939510777465079,-0.11068487410649774,0.37277754409853936,-0.12374601102192416,0.07347732580272727,0.05896828863634104,0.03460446240490785,-0.05948930444465213,,-0.09372329690951652,-0.06869918236569816,-0.08728991030985034,0.01920990008389042,0.03061510684798291,0.029942513419653795,0.2447273142851608,0.04336935703924069,0.0741538195570676,-0.00969163497514181,0.011979119972110904,0.043785257472791765,-0.037994837284888165,-0.05728603654050819,0.286643680779164,0.3652776296816068,0.16199864708855363,0.5506178107098783,-0.07337857626079695,-0.0770193006160342,-0.0956784696785917,-0.07809991381429729,-0.06831665618625539,-0.08838824455917604,-0.08607669924771642,-0.0782217128632667,-0.09364712396751917,-0.08839612980985438,-0.06304657891969866,0.30054128889746706,-0.07446114912549989,-0.061518960087336774,0.010207922787126332,0.03478158999545926,0.0720096800271815,-0.06428881023839543,-0.052636362149086194,0.34027428468769333,0.4540739967435468,0.18785392106485546,0.6256349328505759,0.2174306086341921,-0.21648081283867782,-0.20663579183955866,0.2816750794059223,0.3097605937432053,-0.12690507887682934,0.05271137121305712,-0.17264266781911744,-0.16783334654072182,0.2574219916390828,0.045422519121806434,-0.17183567167284242,-0.04074474467659781,-0.18828344537151498
Line_Second Av,0.039373487161456534,-0.01126472449386664,-0.021759796855494996,-0.03621208130271069,-0.007462354693408305,-0.014077783489735632,-0.02136262554942472,-0.013514922174326772,-0.01058812094360917,-0.020981063561916143,-0.009890784927251265,-0.01907011213116374,-0.005270145697327815,-0.027774769340661958,-0.012476674390084505,-0.020989235404158684,-0.009903826662563148,-0.014626049074710143,-0.006461531258047544,-0.017857282508320704,-0.019502300366399196,-0.012479832545241558,-0.024243244630861922,-0.009903826662563342,-0.01653153460020982,-0.009907736035548852,-0.016087811076286356,-0.013594087947021665,-0.020665305299434614,-0.019832805593695314,-0.008258199049263063,-0.019844175347454338,-0.021782994984032165,1.0,,-0.027774769340661965,-0.019832805593695314,-0.011260099645990257,-0.00746918168347772,-0.05158029181780668,0.11543608215787655,-0.06316981057878032,-0.011242740827166035,-0.051568192918568234,-0.01944462817940503,0.06450495663747359,-0.013050167599365692,-0.057532077306620244,-0.0328326648542352,0.11057771235115561,-0.03670701475453728,-0.027480035464657493,0.22024300709370478,-0.032827470782997775,-0.026184843002787676,,-0.027801319930158847,-0.0283868682997708,-0.025892972219509734,-0.031392327299832344,-0.029638910641434226,-0.021419694254250117,-0.01652988833503524,-0.023843806334329285,-0.020250913423273547,-0.027494815517959095,-0.03256314379490643,-0.02775329226367505,-0.02138949536024567,-0.016992866041950744,-0.03195651635125617,-0.026540360261624547,-0.02173392631652875,-0.028429827352670363,-0.021766426725422332,0.2828251465516069,-0.028381286549602456,-0.023166926069249215,-0.020264899740204866,-0.02621877319816378,-0.02553309511324697,-0.023203055552945055,-0.027778724605406216,-0.026221112215078453,-0.01870162669096616,-0.014109885524952957,-0.02208755237455896,-0.018248486209462792,-0.024243244630861922,-0.02902645529934166,-0.02418847662093092,-0.019070112131163736,-0.015613624278275257,-0.028075022141866697,-0.022145220243266588,-0.019844175347454338,-0.0252508905540694,0.03454412198828398,-0.09558968950861249,-0.07488484135182118,0.1304865169279285,0.12275300909310186,-0.08105979676563224,-0.01738068868086934,-0.0705863804190417,-0.06893280982408069,0.12331481129481985,0.16410408531265977,-0.10615196513272823,-0.04236219664748378,-0.09824980995290823
Line_Staten Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Line_Fulton St,0.07410668994134108,-0.048421204201957016,-0.09353407333723537,-0.15565694343356123,-0.032076789861458024,-0.06051308484629062,-0.0638970978708164,-0.05809363617662487,-0.045512836696952864,-0.09018670307107388,-0.042515351080343294,-0.08197251465493756,-0.02265362114478042,1.0,-0.0078879162900469,-0.06186020943552232,-0.04257141073177969,-0.06286979404600679,-0.02777476934066205,-0.07675918956546954,-0.08383026757232093,-0.05364432307318415,-0.10420912641300117,-0.042571410731783305,-0.07106048737227123,-0.04258821509728175,-0.06915315023563745,-0.05843392874637367,-0.0888294221793484,-0.08525093801210207,-0.03549771170369136,-0.0852998106826087,-0.09363379005197589,-0.027774769340661965,,1.0,-0.08525093801210208,-0.04840132438123204,-0.03210613554855379,-0.22171690432965774,0.4961998058171626,-0.27153423051753534,-0.04832670782834514,-0.2216648974411691,-0.08358236477232626,0.277273330482439,-0.056095897466709524,-0.013452884149565693,-0.1411305860402479,0.24261388434723466,-0.1577844054722726,-0.0728224225742007,-0.08305802634139485,-0.10149285839710107,0.00515195114001848,,0.1717314216704647,-0.07785970519711169,-0.08754431560957893,0.4561403462128623,0.8324766909256193,0.24230976694698747,0.03436627473483107,-0.05163394063057304,-0.02851622835421123,0.017656259875648176,-0.04035852178103861,-0.006927563113456329,-0.03614376260677385,-0.038844311540583126,-0.11716921460220361,-0.09079626482735557,-0.038390683031435724,-0.12220507269569938,-0.0935625717071417,-0.09820473773040216,-0.12199642097601657,0.030685483214231687,-0.08710828649088427,0.19246345514095972,-0.061696623185771425,-0.07371861924755542,0.5069274477804075,0.9440622852154983,0.2965568081109149,-0.06065107483471591,-0.0949429242084245,-0.07844077124177874,-0.10420912641300113,-0.12476966658826574,-0.1039737071629337,-0.08197251465493754,-0.03014262484940747,-0.12067994923852607,-0.09519080844634316,-0.08529981068260871,-0.10854047326817119,0.23066559198761014,-0.05056997740637458,-0.18822696537234432,0.1169969413849248,0.06464639572338465,-0.1963422380069602,-0.150517304175506,-0.04318091269355676,0.05289143076453437,0.05978164569840082,0.15404793204937986,-0.05155144314248143,0.014900013437310107,-0.009313101974697003
Line_Lenox,-0.024389926668070612,-0.0345755645266189,-0.06678878481874616,-0.11114813810197974,-0.02290469921061517,-0.04320987270537837,-0.06556972063935483,-0.04148224521292812,-0.03249882046389388,-0.06439856717464357,-0.03035844087063936,-0.05853315745803992,-0.016176007031672945,-0.08525093801210208,-0.03829548256478368,-0.0644236495509519,-0.030398470732091086,-0.044892700556280585,-0.01983280559369529,-0.054810539216710426,-0.05985970141596328,-0.03830517609945586,-0.07441139546070258,-0.030398470732094153,-0.05074133340809451,-0.030410470029369245,-0.04937938342505292,0.014241321906565118,-0.06342938943885613,1.0,-0.0253474369707784,-0.060909040924795585,-0.06685998837019641,-0.019832805593695314,,-0.08525093801210208,1.0,-0.0345613691749028,-0.02292565374312888,-0.1583188038925755,-0.17180768112496184,0.31396018781728996,-0.034508088603266256,0.20538362100078383,-0.05968268435497059,-0.1406058493493659,-0.04005574323284644,-0.17658701305554633,0.4239560016281645,-0.04680107350939028,-0.11266727010643562,-0.08434629181737983,-0.09004964950036627,-0.10075952899879712,-0.08037087186243928,,-0.08533243149388979,-0.08712969386350447,-0.07947501354774326,-0.09635454811052817,-0.09097267029829122,-0.06574488539257983,-0.050736280417423535,-0.0731853730574313,-0.06215746902381759,-0.0843916572133032,0.560004673426218,0.08935324812497847,-0.06565219392828284,-0.05215732853880065,0.4369727161293087,-0.019647353789521163,-0.06670937866106859,-0.08726155092812705,-0.06680913431735988,-0.07012391166595532,-0.08711256142824837,-0.0711077796555817,-0.06220039815215962,-0.08047501605702564,-0.07837041892440748,-0.07121867427138485,-0.0852630781679905,-0.08048219535646658,-0.057402140705558116,-0.04330840560697644,-0.06779478652828529,-0.05601128663128097,-0.07441139546070256,0.6298312297779948,0.1542382463461752,-0.05853315745803992,-0.047923930498418935,0.4743358209509715,-0.03203635892738471,-0.060909040924795564,-0.0775042297911649,-0.11733576473777176,0.3784657869860941,-0.015901660132315632,-0.21395530355193335,-0.23450140188282856,0.15464612492394073,-0.23135208957465422,0.18556141751316502,0.2993783072992297,-0.28446103883599616,-0.005330662124206485,0.23241639517493118,0.22856438311162994,0.2624634351978292
Line_Shuttle,0.0417655004265772,-0.01963031907143989,-0.037919414312856024,0.061605023818582995,-0.01300417100618994,-0.024532458106067894,-0.03722728913318884,-0.023551595483062966,-0.018451245088436475,-0.036562365320414285,-0.017236041955100485,-0.03323227177608406,0.4680372166337634,-0.04840132438123204,-0.021742307089815567,-0.036576605870256865,-0.017258768957927818,-0.025487885677757168,-0.01126009964599005,-0.031118750714058584,-0.033985418731537556,-0.021747810605987485,0.1266903826268024,-0.01725876895792793,-0.028808454136572337,-0.017265581573639503,-0.028035205367029668,-0.023689552641128094,0.22201887763738795,-0.0345613691749028,-0.014391038358795719,0.4335387717973744,0.39351521752925345,-0.011260099645990257,,-0.04840132438123204,-0.0345613691749028,1.0,-0.013016067967668115,-0.021344273037926017,-0.0975440212063874,0.11412558475946315,-0.0195920095333841,-0.08986461066848336,0.10244046439877466,0.048586085902960915,-0.022741697238206647,-0.03443202032178581,-0.05721539727005512,0.12719367734702855,-0.0639669804782138,0.10469080542734227,0.09387983429707471,0.07622545827225789,-0.04563066085283789,,-0.04844759240524333,-0.04946799031497561,-0.04512203619836999,0.08312066666523267,0.09223220349428918,0.1503830115231795,0.6811963527983377,-0.041551085113121514,-0.0352899791027661,0.10460019907511746,0.12222334609589287,0.1535228587207379,-0.03727411344390449,-0.029612387104838548,0.17093942586707045,0.21507244318443974,0.3944417340017941,0.14839599187579255,-0.03793096776559458,-0.0398129366616812,-0.04945826335388979,-0.040371528916791695,-0.03531435216791498,-0.04568978884675846,-0.04449490124923785,-0.040434489470617334,-0.04840821696959464,-0.045693864902802084,-0.03259013563079422,0.7980291283069897,-0.03849057301452913,-0.031800476528083835,0.12669038262680243,0.09561621144237811,0.1271046229445536,-0.03323227177608406,-0.027208870186838766,0.15096302737551823,0.20441087454746876,0.4335387717973744,0.17362377527231604,0.11850203719018966,-0.11329554493706982,-0.061529487559852034,0.09217463583837698,0.13712743907884234,-0.06337256981469763,-0.0049729557653020885,-0.11450835760916227,-0.012099289693308141,0.10592399458670795,-0.04502966518876176,-0.08951068374828298,-0.07813793377170923,-0.06247111607430015
Line_Archer,0.045503851677878085,-0.01302141404241008,-0.025153151724962988,-0.04185921317798179,-0.008626079603375612,-0.016273158541876713,-0.024694043113392166,-0.015622521214670393,-0.012239296825493958,-0.024252978032315128,-0.011433213995805123,-0.022044021230192945,-0.0060920042231032475,-0.03210613554855379,-0.014422362765647014,-0.0242624242412647,-0.01144828953852426,-0.016906923991803165,-0.007469181683477654,-0.020642055590416868,0.38298977777754417,-0.014426013422699805,-0.028023883428464336,-0.011448289538524377,-0.019109562502213646,-0.011452808562875082,-0.018596642037225195,-0.015714032578735937,-0.023887978508772785,-0.02292565374312888,-0.00954603276126635,-0.022938796565338246,-0.025179967510547022,-0.00746918168347772,,-0.03210613554855379,-0.02292565374312888,-0.013016067967668115,1.0,-0.05962403577235055,0.13343788585595334,-0.0730208944723625,-0.012996002109216611,-0.05961005009728746,-0.02247694158544238,0.07456425131582936,-0.015085289988824191,-0.06650397883564077,-0.03795279000524564,-0.06754690004580902,0.2034810439755145,-0.031765439081998297,-0.03391336588634545,-0.037946785938994775,-0.030268266441885128,,-0.03213682659821867,-0.03281368893663886,-0.02993087955612463,-0.036287837465401304,-0.03426098236474788,0.3487062697916644,-0.01910765950844911,0.1428462158834871,0.17271143866646393,-0.0317825240265716,-0.037641238195118366,-0.03208130920575095,-0.024725103165693568,-0.019642836770656782,-0.036940009583838605,-0.030679225221131617,-0.025123246777037426,-0.032863347285138754,-0.025160815497069437,-0.026409185231748726,-0.03280723673445084,-0.026779717213842185,-0.02342513127496251,-0.03030748791798834,-0.02951488102836778,-0.02682148094864081,-0.03211070762130288,-0.030310191695405372,0.39938673821809334,-0.016310266763421444,0.24723886177630802,0.30170456847695354,-0.02802388342846434,-0.03355301701715048,-0.02796057456245705,-0.022044021230192945,-0.018048507670182026,-0.03245321159502125,-0.025598680376508514,-0.022938796565338246,-0.029188667776396105,-0.17581751270208937,-0.009740025360050173,0.11059528627411544,-0.022140589271310646,-0.046752017631533464,0.09608764031935949,0.0373968402143384,-0.022589944954356685,0.1249248537607675,-0.12201424046102197,0.2244447163138358,-0.06904391762030182,-0.020667974011526494,0.010449865476179987
Division_BMT,-0.07743223501804909,0.2183920272040419,0.42186261629453536,0.21223128882503906,0.1446745342148773,0.2729295045375453,-0.15156336919412394,0.2620171716372538,0.20527454518886942,0.4067651194379916,0.19175511767533168,0.36971702677690516,0.10217363088877641,-0.22171690432965774,-0.09959721314584077,-0.16755020504323026,-0.07905901077731795,-0.11675496864238044,-0.05158029181780669,-0.14254884888238095,-0.15568048870219364,-0.09962242366609343,-0.1935258969942899,-0.07905901077732007,-0.13196583670673823,-0.07909021802392686,-0.12842373686440142,-0.10851716029865358,-0.16496437690698598,-0.1583188038925755,-0.0659225034808915,-0.1584095649201756,-0.17388652829665435,-0.05158029181780668,,-0.22171690432965774,-0.1583188038925755,-0.021344273037926017,-0.05962403577235055,1.0,-0.446829889351778,-0.5042639482198391,-0.021103945249856912,0.11276408557949376,0.29684397915289074,-0.2139185586923047,-0.0744100485839812,0.42158031157391995,-0.2620924308349468,-0.15059625377089775,-0.09568464503452451,0.34820695964619236,0.3495359875021709,0.26005503874627306,0.09212706262040032,,0.06699874705585762,-0.12182765410990447,0.06686663643830681,-0.20903646328625533,-0.1932134757378036,-0.13331057017958375,-0.0367128330483449,0.3071865492666047,0.21413113148542837,-0.1736066192783015,-0.17915433040083584,-0.13041381698491888,0.30100265429539913,-0.08911386095525481,-0.11837187844727742,-0.05420492135512611,-0.154977519232846,-0.09239312412938692,0.42199115123865827,0.37131324926558634,0.35554084755263043,0.07774221534074734,0.392880672559677,0.06165432468004645,-0.17118622300987957,0.043944201280656854,-0.2217484779151696,-0.20931456737235857,-0.14928897248408893,-0.05733630644818074,0.3729314235860063,0.2883627741818024,-0.1935258969942899,-0.2317087041731506,-0.1930887018741753,0.3697170267769052,-0.1246384586631801,-0.2241137242917927,-0.17677805413300227,-0.15840956492017563,-0.2015696050090633,0.02315247196184763,-0.20606133118866862,0.09841625991116608,-0.00465696128852702,0.02528963466137366,0.04112912557270785,0.18474958768924662,-0.13430095948621706,-0.13846521499457445,0.14086063630279258,-0.011582285865505058,-0.004104262486018036,-0.11322501450766508,-0.12921234932559383
Division_IND,0.035541788773915096,-0.09758408535088878,-0.18850082616054367,-0.31369811436587997,-0.06464490611525131,-0.12195306031334661,0.3632620544577441,-0.11707710381094501,-0.09172280231347756,-0.18175481331063784,-0.08568191801350726,-0.16520061816619036,-0.04565423218470223,0.4961998058171626,0.22289738336512632,0.37497537437859485,0.17693312972417666,0.26129623694546883,0.11543608215787615,0.3190226354131755,0.3484110897953621,0.22295380421085098,-0.21001444416404913,-0.08579489599290316,-0.1432094219691345,-0.08582876211961894,-0.13936553264416,-0.1177629012775232,-0.17901946179333286,-0.17180768112496184,-0.07153914872101129,-0.1719061750581126,-0.18870178697022005,0.11543608215787655,,0.4961998058171626,-0.17180768112496184,-0.0975440212063874,0.13343788585595334,-0.446829889351778,1.0,-0.5472276033448932,0.10135710122917778,-0.2877808241811111,-0.16844497678647657,0.2521160055329493,0.2042934179210557,-0.08573637852198258,-0.16714253179906696,0.010561019992369003,0.24893864727441836,-0.17841918885495064,-0.15496954039986519,-0.06297025935685127,0.11392602109257301,,0.1723168097037474,0.3474477085250116,0.1505247253443348,0.41288341769413295,0.3750578393105901,0.2545410845460802,0.041257148631359285,-0.12286415675686833,-0.0791120809521067,-0.1338653802381237,-0.203406655209403,-0.15166439466785656,-0.1118372283250726,0.2584766551791183,-0.26354001949226785,-0.21458589804710193,-0.11582987656199194,-0.2317652871460962,-0.18855825941540308,-0.12850156727876036,-0.05715670158260847,0.15928470118513033,-0.17555082744828915,0.2057868697657519,0.4245198791744653,0.19240889332729286,0.4962704671275837,0.4684435226032236,0.334106952202019,0.011082004209740204,-0.1377554066855675,-0.09467055152498051,-0.21001444416404913,-0.2514504542838191,-0.20953999970173978,-0.16520061816619036,0.2789393942379104,-0.24320837659295136,-0.19183967291075898,-0.1719061750581126,-0.21874348195163681,-0.11867672641108154,-0.0520928976297665,-0.0319179009567343,0.0335635594352069,0.01007758770152706,-0.09521067782416164,0.04505176895820501,-0.07800425726703339,-0.016589020023484023,0.04146995547617235,0.05648788982470616,-0.07695676588563803,-0.03100565184349336,-0.0458653123408927
Division_IRT,0.038136273758876446,-0.11012722589764429,-0.21273010849903198,0.1042451820624174,-0.0729541518300571,-0.13762850954378905,-0.20884724619133913,-0.13212581347120103,-0.1035125526259676,-0.20511698512591503,-0.09669519273031904,-0.18643496764661102,-0.05152247851592829,-0.27153423051753534,-0.12197560089075288,-0.20519687543455026,-0.09682269253127328,-0.14298851350671238,-0.06316981057878009,-0.17457799218992096,-0.190660165647492,-0.12200647593492986,0.38377896670479766,0.15678100934326494,0.2616999235670376,0.1568428960728553,0.2546756263614966,0.21519912474755923,0.32713894675468597,0.31396018781728996,0.1307301537490727,0.3141401749607583,0.3448323619218048,-0.06316981057878032,,-0.27153423051753534,0.31396018781728996,0.11412558475946315,-0.0730208944723625,-0.5042639482198391,-0.5472276033448932,1.0,-0.07809271348384528,0.17228708691066527,-0.1151250222832814,-0.04322319931377593,-0.1275822374528546,-0.311661515646835,0.4065451503484652,0.13069996755022464,-0.15077297764112357,-0.15355116833446064,-0.17742983649202163,-0.18251784855595646,-0.19616131727172145,,-0.229014798596997,-0.2214021349618997,-0.20785593554061144,-0.2029748645387678,-0.1812665411482581,-0.12097894155434716,-0.005476683948525401,-0.1687991171031752,-0.12397132212057373,0.2916385014681653,0.36395497065109816,0.2684092300504779,-0.17365758701493655,-0.1661272051765794,0.36513336190724005,0.2578463231264034,0.2568004203245668,0.3101570452219759,-0.2127949240374412,-0.22335287844447188,-0.277463719313832,-0.22648661331853637,-0.19811555912420772,-0.2563223592663339,-0.24961897070217273,-0.22683982566871155,-0.27157289833707215,-0.2563452261766063,-0.18283254671437488,0.04294532587294929,-0.21593434186548455,-0.17840251345461106,0.38377896670479766,0.4594988497415856,0.38291197012164635,-0.18643496764661102,-0.15264333618729212,0.44443733303356103,0.35056651334499817,0.3141401749607583,0.3997303509811849,0.09289429057949704,0.2430697519548424,-0.06126645309059326,-0.028040984851718152,-0.03338797198393258,0.05342467589423738,-0.21633440407503407,0.20094396389963595,0.14555760302612086,-0.1718155427034381,-0.04369000633154321,0.07812397069315555,0.13585943629399488,0.1651603969832398
